person_id,body_id,body_name,member_type,title,start_date,end_date
3219,272,MADISON CITY CHANNEL AD HOC ADVISORY COMMITTEE (ended 8/2010),Member,District 13 Alder,2010-03-16,2010-08-31
3219,274,SISTER CITY AD HOC PLANNING COMMITTEE (ended 2/2011),Member,,2010-09-07,2011-02-01
3219,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2011-02-01,2013-02-01
3219,31,ADA TRANSIT SUBCOMMITTEE TO THE TRANSIT AND PARKING COMM (ended 6/2018),Member,Common Council Member,2011-04-19,2013-04-15
3219,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2011-04-19,2013-04-15
3219,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2011-05-01,2013-04-15
3219,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,,2011-10-18,2012-09-13
3219,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2012-08-07,2013-04-15
3219,295,EAST WASHINGTON AVENUE 800 BLOCK NORTH COMMITTEE (ended 4/2013),Member,Common Council Member,2012-10-30,2013-04-09
3218,39,CITY-COUNTY LIAISON COMMITTEE,Member,,2009-04-21,2011-04-18
3218,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2009-04-21,2018-09-03
3218,60,SOLID WASTE ADVISORY COMMITTEE (ended 3/2020),Member,Common Council Member,2009-04-21,2015-04-21
3218,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,Common Council Member,2009-04-21,2013-02-05
3218,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,,2009-06-02,2017-04-30
3218,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,,2010-11-09,2011-04-18
3218,277,REAPPORTIONMENT & REDISTRICTING AD HOC COMMITTEE (ended 8/2011),Member,District 13 Alder,2011-02-01,2011-08-02
3218,3,PLAN COMMISSION,Member,Common Council Member,2011-05-01,2019-04-16
3218,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2011-05-03,2012-04-17
3218,95,COMMUNITY GARDENS COMMITTEE (ended 12/2016),Member,Plan Commission Member,2013-05-07,2015-07-21
3218,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Plan Commission Member (Alder),2014-05-06,2017-03-20
3218,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2015-04-21,2019-04-16
3218,156,MONONA TERRACE BOOKING EVENT ASSISTANCE ADVISORY COMMITTEE,Member,Common Council Member,2015-04-21,2019-04-16
3218,95,COMMUNITY GARDENS COMMITTEE (ended 12/2016),Member,Plan Commission Member,2015-09-15,2016-12-15
3218,1320,TRANSPORTATION ORDINANCE REVIEW AD HOC COMMITTEE - ended 7/2017,Member,,2016-02-23,2017-07-14
3218,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Economic Development Committee Member (Alder),2017-03-21,2019-04-16
3218,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,,2017-07-11,2018-06-30
3218,1330,OSCAR MAYER STRATEGIC ASSESSMENT COMMITTEE (ended 2/2019),Member,Common Council Member,2017-10-03,2019-02-05
3218,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2018-06-19,2019-04-16
3220,44,DOWNTOWN COORDINATING COMMITTEE,Member,,2009-04-21,2011-04-18
3220,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2009-04-21,2011-04-18
3220,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,,2009-04-21,2011-04-30
3220,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,,2009-04-21,2011-04-18
3220,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2009-05-05,2011-04-18
3220,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,,2009-06-16,2011-04-18
3220,262,COMPLETE COUNT COMMITTEE (ended 5/2010),Member,District 13 Alder,2009-10-06,2010-10-01
3421,273,OVERTURE AD HOC COMMITTEE (ended 12/2010),Member,,2010-08-03,2010-12-31
3421,2,Mayor,Member,Mayor,2011-04-19,2015-04-21
3421,4,BOARD OF ESTIMATES (ended 4/2017),Chair,Mayor,2011-04-19,2017-04-18
3421,1324,FINANCE COMMITTEE,Member,Mayor,2011-04-19,2019-04-16
2315,161,SECTION 8 ADVISORY COMMITTEE (prior to 5-4-2006),Member,,2004-06-01,2007-11-18
2315,137,CDA HOUSING OPERATIONS SUBCOMMITTEE (prior to 9-15-2009),Member,,2005-06-21,2009-09-01
2315,217,SOUTHWEST NEIGHBORHOOD STEERING COMMITTEE (prior to 1-22-2008),Member,,2006-11-07,2008-02-04
2315,261,LOW INCOME BUS PASS PROGRAM COMMITTEE (ended 6/2010),Member,,2009-07-07,2010-06-01
2315,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,,2009-10-01,2011-04-18
2315,48,EQUAL OPPORTUNITIES COMMISSION,Member,,2010-07-20,2011-04-19
2315,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2011-04-19,2015-04-21
2315,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Citizen Member,2011-04-19,2015-04-21
2315,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2011-04-19,2013-04-15
2315,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2011-05-01,2013-04-15
2315,31,ADA TRANSIT SUBCOMMITTEE TO THE TRANSIT AND PARKING COMM (ended 6/2018),Member,Common Council Member,2013-04-16,2015-04-21
2315,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2013-04-16,2015-04-21
2315,257,COMMITTEE ON SWEATFREE PURCHASES (Ended 6-2024),Member,Board of Estimates Member (Alder),2014-01-21,2015-04-21
3340,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2009-11-17,2011-04-18
3340,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council Member,2011-04-19,2013-04-15
3340,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2011-04-19,2015-04-21
3340,50,HOUSING COMMITTEE (ended 6/2012),Member,,2011-04-19,2012-06-12
3340,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 8 Alder,2011-04-19,2015-04-21
3340,54,MADISON CULTURAL ARTS DISTRICT BOARD,Member,Common Council Member,2011-04-19,2015-04-21
3340,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member - Voting,2011-04-19,2015-04-21
3340,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,District 8 Alder,2011-04-19,2013-12-12
3340,285,AD HOC COMMITTEE ON MOPED PARKING (ended 8/2017),Member,,2012-03-06,2015-04-21
3340,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2013-02-26,2015-04-21
3340,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2013-04-16,2015-04-21
3340,3,PLAN COMMISSION,Member,Common Council Member,2013-04-16,2015-04-21
3340,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council President Pro Tem,2013-04-30,2014-04-29
3340,283,ADMINISTRATIVE REVIEW BOARD,Member,Common Council President Pro Tem,2013-04-30,2014-04-15
3340,306,DIGITAL TECHNOLOGY COMMITTEE (ended 11-2021),Member,Common Council Member,2013-12-03,2015-04-21
3340,106,MADISON DEVELOPMENT CORPORATION BOARD OF DIRECTORS,Member,Economic Development Experience or EDC Representative,2019-10-15,2023-10-16
3340,106,MADISON DEVELOPMENT CORPORATION BOARD OF DIRECTORS,Member,Mayor or Designee,2023-10-17,2026-06-04
2971,48,EQUAL OPPORTUNITIES COMMISSION,Member,,2007-07-03,2008-06-12
2971,113,BAYVIEW FOUNDATION BOARD,Member,,2011-04-19,2013-04-15
2971,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2011-04-19,2014-03-20
2971,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2011-04-19,2014-03-20
2971,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2011-04-19,2014-03-20
2971,132,ZOO COMMISSION - HENRY VILAS,Member,Common Council Member-Zoo District,2011-04-19,2014-03-20
2971,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2011-05-03,2012-04-17
2971,264,CDA HOUSING OPERATIONS SUBCOMMITTEE,Member,Common Council Member,2011-07-14,2014-03-20
2971,36,WATER UTILITY BOARD,Member,Council Member or Member,2012-02-07,2013-04-15
2971,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,,2012-05-01,2013-04-16
2971,297,TIF POLICY REVIEW AD HOC COMMITTEE (ended 4/2014),Member,Community Development Authority Member (Alder),2013-01-22,2014-03-20
2971,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2013-02-26,2014-03-20
2971,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2013-04-16,2014-03-20
2971,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2013-04-16,2014-03-20
2971,113,BAYVIEW FOUNDATION BOARD,Member,Mayoral Representative,2014-02-04,2014-03-20
3477,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,,2011-04-19,2013-04-15
3477,149,HO-CHUNK NATION/CITY OF MADISON JOINT PLANNING COMMITTEE,Member,,2011-04-19,2013-04-15
3477,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2011-04-19,2013-04-15
3477,195,SUSTAINABLE DESIGN AND ENERGY COMMITTEE (ended 6/2012),Member,,2011-04-19,2012-06-12
3477,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2011-05-01,2013-04-15
3477,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council or Citizen Member,2011-04-19,2013-04-16
3477,292,PAYMENTS IN LIEU OF TAXES (PILOT) TASK FORCE (ended 8/2013),Member,Common Council Member,2012-07-17,2013-04-15
3478,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2011-04-19,2013-04-15
3478,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2011-04-19,2013-04-15
3478,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2011-04-19,2013-04-15
3478,224,WARNER PARK COMMUNITY RECREATION CENTER ADVISORY SUBCOMMITTEE (ended 3-2023),Member,District 18 Alder,2011-04-19,2015-04-21
3478,284,MADISON LOCAL FOOD COMMITTEE (renamed Public Market Development Committee 12/2016),Member,Common Council Member,2011-09-06,2015-04-21
3478,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2013-02-26,2013-04-15
3478,115,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN INC (ended 1-2020),Member,Mayor or Designee,2013-04-16,2013-05-22
3478,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2013-04-16,2015-04-21
3478,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2013-04-16,2015-04-21
3478,36,WATER UTILITY BOARD,Member,Council Member or Member,2013-04-16,2015-04-21
3478,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2013-04-30,2015-04-21
3478,283,ADMINISTRATIVE REVIEW BOARD,Member,Common Council Member,2013-04-30,2014-04-15
3478,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2014-04-29,2015-04-21
3289,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,,2009-09-15,2009-09-23
3289,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,,2010-01-05,2011-04-18
3289,127,SENSITIVE CRIMES COMMISSION (Dane County),Member,Public Safety Review Committee Representative,2010-09-21,2013-06-30
3289,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council or Resident Member,2011-04-19,2019-04-16
3289,103,BOARD OF EDUCATION - COMMON COUNCIL LIAISON COMMITTEE (prior to 6/12/2012),Member,District 13 Alder,2011-04-19,2012-06-12
3289,186,BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,Common Council Member,2011-04-19,2019-04-16
3289,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2011-04-19,2013-04-15
3289,95,COMMUNITY GARDENS COMMITTEE (ended 12/2016),Member,,2011-09-06,2012-10-08
3289,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2012-05-01,2014-04-29
3289,289,EDUCATION COMMITTEE (prior to 10/1/2023),Member,Common Council Member,2011-04-19,2019-04-16
3289,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2012-10-16,2015-04-21
3289,283,ADMINISTRATIVE REVIEW BOARD,Member,Common Council Member,2012-05-01,2014-04-15
3289,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CDBG Alder,2015-02-24,2017-04-18
3289,303,SUSTAINABLE MADISON TRANSPORTATION MASTER PLAN OVERSIGHT COMMITTEE (Madison in Motion) (ended 2/2017),Member,Common Council Member,2015-04-21,2017-02-28
3289,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2015-05-05,2016-04-19
3289,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2017-04-18,2019-04-16
3289,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2017-05-02,2018-04-17
3289,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Resident Member,2019-12-03,2022-06-07
3289,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council or Resident Member,2022-06-21,2023-04-18
3289,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2022-06-21,2022-09-02
3289,186,BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,Common Council Member,2022-06-21,2023-04-18
3289,1355,BUDGET COMMITTEE - BOARD OF HEALTH FOR MADISON AND DANE COUNTY,Member,Common Council Member,2022-06-21,2023-04-18
3289,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Second Alternate,2023-08-01,2026-01-01
3289,1339,JOINT CAMPUS AREA COMMITTEE,Member,UW-Health Representative,2025-10-03,
2405,44,DOWNTOWN COORDINATING COMMITTEE,Member,Citizen Member,2003-02-04,2013-04-15
2405,155,MID-STATE STREET PARKING RAMP COMMITTEE (prior to 11-15-2004),Member,,2004-07-01,2004-11-16
2405,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,,2008-03-04,2013-02-05
2405,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council Member,2013-04-16,2019-04-16
2405,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2013-04-16,2019-04-16
2405,3,PLAN COMMISSION,Member,Common Council Member,2013-04-16,2019-04-16
2405,165,STATE STREET DESIGN PROJECT OVERSIGHT COMMITTEE (ended 12/12/2013),Member,District 2 Alder,2013-04-16,2013-12-12
2405,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 2 Alder,2013-05-29,2018-03-29
2405,310,CAPITOL EAST DISTRICT COMMITTEE (ended 2/2017),Member,District 2 Alder,2014-09-02,2017-02-10
2405,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2015-04-21,2018-06-30
2405,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2015-05-05,2017-04-18
2405,1320,TRANSPORTATION ORDINANCE REVIEW AD HOC COMMITTEE - ended 7/2017,Member,,2016-02-23,2017-07-14
2405,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2016-05-03,2017-04-18
2405,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2017-04-18,2019-04-16
2405,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Plan Commission Member (Alder),2017-03-21,2019-04-16
2405,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Common Council Member,2017-12-29,2019-04-16
2405,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,LORC Common Council Member,2018-02-06,2019-04-16
2405,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2018-06-19,2019-04-16
2405,3,PLAN COMMISSION,Member,Mayor or Designee,2019-07-16,2024-10-07
2405,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Adult City Resident,2019-08-06,2019-12-31
2405,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Member,2019-11-19,2020-01-31
3468,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Citizen Member,2011-02-22,2013-04-15
3468,184,ALLIED AREA TASK FORCE,Member,District 10 Alder,2013-04-16,2019-04-16
3468,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2013-04-16,2019-04-16
3468,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2013-04-16,2015-04-21
3468,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2013-04-16,2016-05-16
3468,303,SUSTAINABLE MADISON TRANSPORTATION MASTER PLAN OVERSIGHT COMMITTEE (Madison in Motion) (ended 2/2017),Member,Common Council Member,2013-08-06,2017-02-28
3468,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2014-05-06,2015-04-21
3468,310,CAPITOL EAST DISTRICT COMMITTEE (ended 2/2017),Member,Alder-At-Large,2014-09-02,2015-04-21
3468,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2015-04-21,2017-04-18
3468,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council President Pro Tem,2015-04-21,2016-04-19
3468,257,COMMITTEE ON SWEATFREE PURCHASES (Ended 6-2024),Member,Board of Estimates Member (Alder),2015-08-04,2017-04-18
3468,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2016-05-03,2017-04-18
3468,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2017-04-18,2019-04-16
3468,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2017-04-18,2019-04-16
3742,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2013-04-16,2015-04-21
3742,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2013-04-16,2015-04-21
3742,284,MADISON LOCAL FOOD COMMITTEE (renamed Public Market Development Committee 12/2016),Member,Common Council Member,2013-04-16,2015-04-21
3742,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2013-04-16,2015-04-21
3742,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2013-04-16,2015-04-21
3742,303,SUSTAINABLE MADISON TRANSPORTATION MASTER PLAN OVERSIGHT COMMITTEE (Madison in Motion) (ended 2/2017),Member,Common Council Member,2013-08-06,2015-04-21
3743,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2013-04-16,2015-04-21
3743,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2013-04-16,2019-04-16
3743,296,PERFORMING ARTS STUDY STEERING COMMITTEE (ended 10/2014),Member,Common Council Member,2013-04-16,2014-10-02
3743,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2013-04-16,2019-04-16
3743,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2013-04-30,2015-04-21
3743,283,ADMINISTRATIVE REVIEW BOARD,Member,Common Council Member,2013-04-30,2014-04-15
3743,115,COMMUNITY ACTION COALITION FOR SOUTH CENTRAL WISCONSIN INC (ended 1-2020),Member,Mayoral Appointee,2013-10-01,2020-07-21
3743,309,GARVER FEED MILL CRITERIA  AND SELECTION COMMITTEE (ended 4/2015),Member,Common Council Member,2014-05-06,2015-04-21
3743,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2015-04-21,2018-06-30
3743,36,WATER UTILITY BOARD,Member,Council Member or Member,2015-04-21,2019-04-16
3743,44,DOWNTOWN COORDINATING COMMITTEE,Member,,2017-04-18,2019-04-16
3743,1331,URBAN FORESTRY TASK FORCE (ended 1/2020),Member,Common Council Member,2017-10-31,2019-04-16
3743,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2018-05-01,2019-04-16
3743,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2018-06-19,2019-04-16
3743,1336,TASK FORCE ON STRUCTURE OF CITY GOVERNMENT (ended 3/2020),Member,Common Council Member,2018-08-07,2019-04-16
3744,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council Member,2013-04-16,2015-04-21
3744,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2013-04-16,2018-06-30
3744,149,HO-CHUNK NATION/CITY OF MADISON JOINT PLANNING COMMITTEE,Member,Mayoral Appointee,2013-04-16,2018-06-30
3744,292,PAYMENTS IN LIEU OF TAXES (PILOT) TASK FORCE (ended 8/2013),Member,Common Council Member,2013-04-16,2013-08-06
3744,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2013-04-16,2015-04-21
3744,303,SUSTAINABLE MADISON TRANSPORTATION MASTER PLAN OVERSIGHT COMMITTEE (Madison in Motion) (ended 2/2017),Member,Common Council Member,2013-08-06,2015-04-21
3744,304,LAMP HOUSE BLOCK AD HOC PLAN COMMITTEE (ended 3/2014),Member,Common Council Member,2013-09-17,2014-03-04
3744,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CSC Alder,2014-02-25,2015-04-21
3744,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council President Pro Tem,2014-05-06,2015-04-21
3744,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Board of Estimates Member (Alder),2015-03-17,2016-04-19
3744,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council President,2015-04-21,2016-04-19
3744,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2015-04-21,2018-06-30
3744,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2015-04-21,2016-04-19
3744,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2015-04-21,2016-04-19
3744,1320,TRANSPORTATION ORDINANCE REVIEW AD HOC COMMITTEE - ended 7/2017,Member,Common Council President,2016-02-23,2017-07-14
3744,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Alternate Common Council Member,2016-05-03,2017-04-18
3744,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2017-04-18,2018-06-30
3744,1327,PRESIDENT'S WORK GROUP ON POLICE & COMMUNITY RELATIONS (ended 5/2017),Member,Common Council Member,2017-04-18,2017-05-17
3744,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2017-05-02,2018-04-17
3744,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2017-06-06,2018-06-30
3744,291,SUSTAINABLE MADISON COMMITTEE,Member,Resident Member,2018-09-25,2024-01-11
3119,9,BOARD OF PUBLIC WORKS,Member,,2008-06-03,2010-09-06
3119,195,SUSTAINABLE DESIGN AND ENERGY COMMITTEE (ended 6/2012),Member,,2009-06-02,2012-07-30
3119,266,SUSTAINABLE CITY AD HOC SUBCOMMITTEE FOR THE PUBLIC SECTOR (ended 3/2011),Member,,2009-10-20,2011-03-24
3119,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,,2010-05-18,2010-06-03
3119,9,BOARD OF PUBLIC WORKS,Vice Chair,Mayor or Designee,2010-09-07,2012-12-26
3119,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,Board of Public Works Representative,2010-09-21,2012-12-26
3119,291,SUSTAINABLE MADISON COMMITTEE,Member,Board of Public Works Representative,2009-06-02,2012-12-26
3119,113,BAYVIEW FOUNDATION BOARD,Member,Mayoral Representative,2014-05-06,2015-04-21
3119,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2014-05-06,2015-04-21
3119,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2014-05-06,2015-04-21
3119,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2014-05-06,2015-04-21
3119,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2014-05-06,2015-04-21
3119,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2014-05-06,2015-04-21
3119,132,ZOO COMMISSION - HENRY VILAS,Member,Common Council Member-Zoo District,2014-05-06,2015-04-21
3902,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Citizen Member,2014-10-21,2015-04-21
3902,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2015-04-21,2017-04-18
3902,113,BAYVIEW FOUNDATION BOARD,Member,Mayoral Representative,2015-04-21,2018-08-06
3902,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2015-04-21,2017-04-18
3902,310,CAPITOL EAST DISTRICT COMMITTEE (ended 2/2017),Member,Alder-At-Large,2015-04-21,2017-04-18
3902,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2015-04-21,2018-08-06
3902,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2015-04-21,2018-03-29
3902,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 13 Alder,2015-04-21,2018-03-29
3902,132,ZOO COMMISSION - HENRY VILAS,Member,Common Council Member-Zoo District,2015-04-21,2018-08-06
3902,1324,FINANCE COMMITTEE,Member,Common Council Member,2015-04-21,2018-08-06
3902,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Citizen Member,2017-04-18,2018-08-06
3902,1336,TASK FORCE ON STRUCTURE OF CITY GOVERNMENT (ended 3/2020),Member,Common Council Member,2018-02-06,2018-08-06
3902,1338,TRUMAN OLSON SELECTION COMMITTEE (ended 5-2019),Member,Common Council Member,2018-04-05,2018-08-06
3902,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 13 Alder - Non-Voting,2018-04-17,2018-08-06
